EveNamn,EveBesk,Event Relevance,Location Category
2 Blyga Läppar,"2 Blyga Läppar
2 Blyga Läppar
Med över 70 miljoner streams och utsålda spelningar över hela Sverige kan man inte kalla Ölandsfostrade 2 Blyga Läppar annat än en makalös succé
Från ett vardagsrum 2009 till landets populäraste klubbar folkparker och festivaler är en osannolik resa bandet själva inte trodde var möjlig från början
2 Blyga Läppar har under mars månad några år tillbaka anordnat egen kryssning med Silja Galaxy som varje gång sålt ut 2200 biljetter på bara några få dagar flera flera månader före avgång
Ett av få svenska band som sålt slut sin egna kryssning så snabbt
2 Blyga Läppar släpper ständigt nya hitsinglar och håller sig aktuella året runt

Det låter kanske för bra för att vara sant Det är sant

Kom och upplev detta är OLSTORP
Rakt igenom genuint punkt slut",953,amusementpark
Rundtur i Västra Småland,"Rundtur i Västra Småland
Vi vill visa upp och inspirera till fler fantastiska utvecklingsprojekt och därför kommer Leaderbussen att turnera våren 2019
Save the dates 16e april för GnosjöGislaved och 2a maj VaggerydJönköping Avresa från Gnosjö respektive Skillingaryds station klockan 1300 Inbjudan kommer
Vi kommer att resa runt mellan olika projekt för att de ska få berätta om sina erfarenheter och visa sitt engagemang på landsbygden Ska du med Hör av dej till oss för att reservera en plats redan nu",423,Nonprofit Organization
Bokfika,"Bokfika
Vill du prata om böcker och träffa andra som tycker om att läsa Nu har du möjligheten att göra just det Vi pratar läser och fikar tillsammans

Vi håller till i Ugglan på Kramfors bibliotek

Välkommen

För dig som går i högstadiet eller gymnasiet",44,Library
Församlingskväll i BK,"Församlingskväll i BK
En gång i månaden välkomnar vi till församlingskväll i Betlehemskyrkan Det är ett tillfälle att lära känna varandra lite mer att få undervisning och samtala utifrån aktuella ämnen

Församlingen
I Bibeln talas det regelbundet om församlingen Den kan både vara till glädje och sorg hälsofrämjande och skadande Vi slits mellan det vi hoppas att församlingen ska vara och det vi upplever att församlingen är Under våren vill vi tala om församlingen om vad den är innebär och kan få betyda Välkommen med också du

Datum och delteman för församlingskvällarna VT19
132 Församlingen – de brustnas gemenskap
133 Församlingen – syndarnas gemenskap
104 Församlingen – de heligas gemenskap
225 Församlingen – en gemenskap för alla

Kvällens upplägg
1800 Måltid på Utsikten föranmälan
1845 Kvällens tema
2015 Avslutning med bön och sång
2030 Avslut

Klockan 1730 är det en enkel mässa i kyrksalen som du är välkommen att börja kvällen med

Om du vill delta i måltiden ska du anmäla dig till anmalanbetlehemskyrkancom Utsikten på 08441 85 26 eller på Facebook senast söndagen innan respektive församlingskväll Ange eventuell specialkost Måltiden kostar 50 kr",154,Religious Organization
Eroica konsert med Kungliga Hovkapellet och Kungliga Operans kör,"Eroica konsert med Kungliga Hovkapellet och Kungliga Operans kör
EROICA
Konsert med Kungliga Hovkapellet och Kungliga Operans kör
Dirigent Erik Nielsen

En månskensscen ur Shakespeares Köpmannen i Venedig ligger till grund för Ralph Vaughan Williams häpnadsväckande vackra verk för kör 16 solister och orkester Serenade to Music medan Andrea Tarrodis Liguria är inspirerat av en vandring mellan små fiskestäder vid den norditalienska kusten med vågor som slår in över klipporna Som i en Fellinifilm

Efter paus spelar Hovkapellet en av Beethovens mest älskade symfonier – nr 3 Eroica Det sägs att JeanBaptiste Bernadotte – senare Karl XIV Johan av Sverige – påverkade Beethoven att skriva ett verk för att hylla general Bonaparte Mest berömd är den långsamma andra satsen en begravningsmarsch med beteckningen Marcia Funebre

PROGRAM

RALPH VAUGHAN WILLIAMS 18721958x0008
Serenade to Music

ANDREA TARRODI Född 1981
Liguria

RALPH VAUGHAN WILLIAMS 18721958x0008
Toward the unknown region

– PAUS –

LUDWIG VAN BEETHOVEN 17701827
Symfoni nr 3 “Eroica”",779,Local Business
Måndagsmöte,"Måndagsmöte
Vid tre tillfällen under våren har du som medlem möjlighet att ses för att fika prata om dina projekt eller få hjälp med aktuella ansökningar lanseringar och bokning

Vi ses på Musikcentrum Syds kontor i Mazettihuset i Mamö för att hälla upp en kopp varm dryck slå på jobbdatorn bolla en idé med en kollega eller ställa frågor till någon av våra anställda

Vi bjuder på kaffete WiFi och kompetent och lösningsorienterat sällskap

Ta gärna med en musikerkollega Ingen föranmälan krävs

Program
Dropin kl 911

Har du några frågor eller vet i förväg att det är något särskilt du behöver hjälp med Kontakta oss gärna så har vi möjlighet att förbereda eventuellt underlag som kan behövas Du når oss lättast på infomusikcentrumsydse

Vill du veta mer om vad ett medlemskap i Musikcentrum Syd innebär Läs mer här httpwwwmusikcentrumsydseansok

Välkommen",209,Community Organization
GIH Kampen på hemmaplan,"GIH Kampen på hemmaplan
GIH Kampen tävlingar under hela dagen mot GIH Örebro
Kvällen fylls av middag och show ",167,School sports team
Webblabb på Mazettihuset,"Webblabb på Mazettihuset
På torsdag är det webblabbdag igen Kom in och jobba hos oss Vi finns på plats hela dagen 1016 och kan hjälpa till med det mesta som rör kommunikation marknadsföring företagande mm

Vi hjälper dig utifrån dina förutsättningar och behov att utveckla din digitala närvaro Det kan handla om strategi och konceptutveckling såväl som praktiska hjälp att bygga din hemsida Vi är mest vana att arbeta med Squarespace Strikingly och Wordpress men tror att vi kan klara av att ge en hjälpande hand oavsett plattform Vi börjar kl 10 och varvar mikroföreläsningar med handledning individuellt och i grupp

Välkommen



Självklart behöver du som musiker en egen hemsida för att marknadsföra dig själv och dina projekt till publik och arrangörer Men hur den ska vara utformad för att fungera mest effektivt skiljer sig såklart åt beroende på vem du är och vad för slags projekt du jobbar med

Men det är lätt att det där med en egen hemsida blir till ett ständigt gnagande dåligt samvete Något som hamnar sist på listan bland allt annat viktigt som behöver bli gjort Har du tänkt att du borde ha en hemsida men ännu inte kommit igång att bygga den Har du en gammal hemsida som skulle behöva bytas ut eller fräschas upp Har du en fungerande sida men har inte kommit dig för att uppdatera den på ett tag Eller är du kanske igång med att bygga en helt ny hemsida men behöver nån att bolla med för att komma fram till hur du kommunicerar på bästa sätt till dina målgrupper

Program
Dropin 1016
Ring på Resurscentrums porttelefon så släpper vi in dig

Bra att ha med Egen dator ev förberett bild och textmaterial

Det är gratis för dig som är medlem i Musikcentrum Syd
Vid frågor kontakta carolinawiehewelroosmusikcentrumsydse

Mer info hittar du här
httpwwwmusikcentrumsydseevents",216,Community Organization
Fackbokcirkel våren 2019,"Fackbokcirkel våren 2019
Bokcirkeln där vi träffas för att samtala om facklitteratur som berör samhällsfrågor Vi läser en bok i taget och du väljer själv när du kan delta Boken finns på Holmsunds bibliotek att låna en månad innan vi träffas Anmäl dig gärna när du lånar boken så vi kan planera fika Frågor eller intresseanmälan vänd dig till oss via mail holmsundsbiblioteketumease eller 090 16 35 86
Vi läser Maja Hagermas Käraste Herman fram till den 14 mars Erik Nivas bok Utvägfotboll fram till den 11 april och till den 16 maj läser vi Jonna Bornemarks bok Det omätbaras renässans Välkomna Fackbokcirkel våren 2019
Bokcirkeln där vi träffas för att samtala om facklitteratur som berör samhällsfrågor Vi läser en bok i taget och du väljer själv när du kan delta Boken finns på Holmsunds bibliotek att låna en månad innan vi träffas Anmäl dig gärna när du lånar boken så vi kan planera fika Frågor eller intresseanmälan vänd dig till oss via mail holmsundsbiblioteketumease eller 090 16 35 86
Vi läser Maja Hagermas Käraste Herman fram till den 14 mars Erik Nivas bok Utvägfotboll fram till den 16 april och till den 14 maj läser vi Jonna Bornemarks bok Det omätbaras renässans Välkomna",65,Library
Destination Atalante,"Destination Atalante
scroll down for English

Medverkande på Destination Atalante 6 maj

Sara Andreasson  Bildkonstnär som visar ett utdrag ur ett pågående videoverk som berör människans relation till naturresurser och landskap där hon undersöker detta förhållande genom tvspel landskapsarkitektur och “primitive technology”

Tobias Karlehag  Ljudkonstnär från Göteborg I sitt soloprojekt
utforskar Tobias drone och ambiens genom algoritmiska kompositioner och improvisation Med hjälp av syntar ljudprocessorer och elgitarr skapar han lugna och meditativa tillstånd Tobias är också framstående slagverkare inom folkmusik och klassisk musik från Mellanöstern

Tydydyy  A performance and research group that focuses on embodied translations The group is looking for the potential to perceive comment and activate contemporary feminist understandings of the erotic Linnea Jardemark Swe Kaisa Luukkonen Fin and Lucy Wilson UK

Maran Scenkonst  Scenkonst som utforskar filosofiska och politiska frågor rörande människan Skräck kropp och rörelse inspirerar för tillfället MARAN som består av Jonna Ljunggren Moa Hallgren och Maja Widell Det senaste verket Projekt X är ett konstnärligt ljudexperiment om mörka krafter skapat tillsammans med musikproducent Joar Hallgren Kom och smyglyssna på premiäravsnittet timmarna innan det släpps

Konstkollektivet Högen  är en grupp dans och musikkonstnärer som är ett improviserande husband på Destination Atalante Denna gång med Sara Axelsson Linda Wardal Eva Svaneblom och Niklas Rydén

Program och presentation
Amanda Nordmark
Niklas Rydén


Destination Atalante är Atalantes mötesplats för konstnärer och publik inom scenkonst musik film text och bild Fyra kvällar under våren kommer Niklas Rydén Saga Björklund Jönsson och Amanda Nordmark att bjuda in artister från olika konstområden På Destination får de berätta om sina konstnärsskap visa utdrag från saker som är under arbete och diskutera aktuella frågor inom konstområdet De kommer också att bjuda in företrädare för kulturpolitiken och andra nyckelpersoner för att belysa kulturens villkor i Göteborg
På Destination Atalante vet en aldrig vad som väntar Är det konsert i foajén en hel föreställning på scen samtal om ett verk under arbete kulturpolitisk debatt sceniska improvisationer filmvisning konstutställning nycirkus eller en konstnärspresentation Eller rentav alltihop på samma gång…

Destination Atalante sätter mötet och samtalet mellan konstnärer artister och publiken i centrum och vill uppmuntra det gränsöverskridande det som håller på att skapas och inspirera till nya samarbeten
Fri entré

Destination Atalante is Atalante’s new venue for artists and audiences in performing arts music movies text and visual arts Four nights during the spring Niklas Rydén Saga Björklund Jönsson and Amanda Nordmark will invite artists from different art fields to talk about their work show excerpts from pieces in progress and discuss current issues in the art area We will also invite representatives of cultural policy and other key persons to highlight the conditions of culture in Gothenburg
When you go to Destination Atalante you never know what to expect Is there a concert in the foyer a whole performance on stage talks about a work in progress cultural policy debate stage improvisations film show new circus or an artist presentation Or even all at the same time …

Destination Atalante puts meeting and the conversation between artists artists and audiences in focus and wants to encourage crossborder innovation what is being created and inspire new collaborations
Free entrence",573,Performance Art Theatre
Anatomi and Alignment Course,"Anatomi and Alignment Course
Anatomy and Alignment course  Reconnect and heal your body

Can you feel all of your body Can you sense its position in space Can you feel what all of your parts are doing Can you feel when you are in alignment Do you know what that is for you Can you move each part of you independently of the other parts Are you connected or disconnected

In this anatomy and alignment course you will learn how to align yourself to improve function movement and health and how to prevent or heal injuries
You will learn to feel your body from the inside out Names of muscles are not that important if you can’t place them or feel them in your own body
Good body alignment is not a single posture or position Neither is it the same for everyone Rather it is that for every possible position for every body there is a perfect alignment When you find this alignment it allows for the circulation of vital energy or prana blood lymph and other fluids to find an optimal healthy flow Just like a garden hose where all bends have been straighten out water flows unobstructed The body knows instinctively the correct alignment but often is not strong flexible or mobile enough or you are not aware enough to put yourself into this alignment Alignment isn’t the same as a line its not stationary or fixed Rather alignment is how we come alive in our bodies comfortable and expressive in our own skin
In order for the alignment knowledge to make sense we will cover basic anatomy with an emphasis on feeling the bones joints and muscles rather than just knowing their names from a picture in a book Our approach will be more of an embodied physical sense on how everything is related and interconnected

This course is for everybody and it will provide you with a firm foundation in how to selfobserve and measure how you are currently moving so you can change it if necessary
You will learn what you need to work on and you will get the tools to fix yourself

Afterwards you can apply this knowledge to yourself or if you are a yoga teacher personal trainer physiotherapist massage therapist or other movement specialist even to your students clients or patients If you work with movement and health this innovative approach can round out even the most established exercise toolbox
You can also take this course just for your own health and wellbeing

Module 1 Lower body – Feet knees legs and hips
Move your lower body for more strength and mobility and less discomfort or limitations
We will cover basic anatomy in relations to feet knees legs and hips from an embodied perspective Its more useful to feel where the bones joints and muscles are rather than know their names in a book
We will also cover common misalignments in the lower body and provide you with a firm foundation in how to selfobserve and measures how you are currently moving in your lower body so you can change it in yourself or your students if necessary

When Sunday 28th April
Time 9001600
Teacher Thea Treppendahl
Where Yoga House Akademi
Price 1 module 1200 kr  all 3 modules 2995kr


Module 2 Upper body
Get away from the PC or Mac and open up your upper body for active painfree arms and mobile strong shoulders and neck
We will cover basic anatomy for the hands wrists elbows arms shoulders neck and upper back from an embodied perspective Its more useful to feel where the bones joints and muscles are rather than know their names in a book
We will also cover common misalignments in the upper body and provide you with a firm foundation in how to selfobserve and measures how you are currently moving in your upper body so you can change it if necessary

WHEN Sunday 12th May from 916
Time 9001600
Teacher Thea Treppendahl
Where Yoga House Akademi
Price 1 module 1200 kr  all 3 modules 2995kr


Module 3 Core diaphragm and pelvic floor
Create a strong and supple core able to carry you well through your daily activities
We will cover basic anatomy for the core diaphragm and pelvic floor from an embodied perspective Its more useful to feel where the bones joints and muscles are rather than know their names in a book
We will also cover common misalignments and provide you with a firm foundation in how to selfobserve and measures how you are currently moving so you can change it if necessary
In this final module we will concentrate on all things core pelvic floor diaphragm breathing and how it relates to everything else

WHEN Sunday 26th May from 916
Time 9001600
Teacher Thea Treppendahl
Where Yoga House Akademi
Price 1 module 1200 kr  all 3 modules 2995kr



COURSE MATERIAL
Course material is handed out on the first day of the course
At the end of the course a course certificate is issued



TEACHER
Thea Treppendahl yoga teacher personal trainer and physiotherapist will teach this course Drawing on years of experience working with bodies of every shape size and condition Thea will teach you about YOUR body Knowing that we are all unique The information is this course is the foundation Thea uses to fix herself and all the students and patients she works with
This course will be a mixture of theory and movement

There are max 15 seats on the course  so sign up quickly First come first serve

Sign up at reception or email receptionhotyogahousese",18,Yoga Studio
